Nama Wilayah,
,Persentase Penduduk Miskin (P0) Menurut Kabupaten/Kota (Persen)
,2011
ACEH,19.48
Simeulue,22.96
Aceh Singkil,18.93
Aceh Selatan,15.52
Aceh Tenggara,16.39
Aceh Timur,18.01
Aceh Tengah,19.58
Aceh Barat,23.81
Aceh Besar,18.36
Pidie,23.19
Bireuen,19.06
Aceh Utara,22.89
Aceh Barat Daya,19.49
Gayo Lues,23.38
Aceh Tamiang,17.49
Nagan Raya,23.38
Aceh Jaya,19.8
Bener Meriah,25.5
Pidie Jaya,25.43
Kota Banda Aceh,9.08
Kota Sabang,21.31
Kota Langsa,14.66
Kota Lhokseumawe,13.73
Kota Subulussalam,23.85
SUMATERA UTARA,10.83
Nias,19.11
Mandailing Natal,11.98
Tapanuli Selatan,11.4
Tapanuli Tengah,15.96
Tapanuli Utara,11.89
Toba Samosir,9.67
Labuhan Batu,10.15
Asahan,10.85
Simalungun,10.21
Dairi,9.48
Karo,10.49
Deli Serdang,5.1
Langkat,10.31
Nias Selatan,19.71
Humbang Hasundutan,10.09
Pakpak Bharat,13.16
Samosir,15.67
Serdang Bedagai,10.07
Batu Bara,11.67
Padang Lawas Utara,10.64
Padang Lawas,10.56
Labuhan Batu Selatan,14.86
Labuhan Batu Utara,11.77
Nias Utara,30.44
Nias Barat,29.32
Kota Sibolga,13.18
Kota Tanjung Balai,15.52
Kota Pematang Siantar,11.15
Kota Tebing Tinggi,12.44
Kota Medan,9.63
Kota Binjai,7
Kota Padangsidimpuan,10.08
Kota Gunungsitoli,32.12
SUMATERA BARAT,8.99
Kepulauan Mentawai,18.85
Pesisir Selatan,9.75
Solok,11.19
Sijunjung,9.94
Tanah Datar,6.57
Padang Pariaman,11.26
Agam,9.39
Lima Puluh Kota,9.96
Pasaman,10.42
Solok Selatan,10.61
Dharmasraya,10.09
Pasaman Barat,9.14
Kota Padang,6.02
Kota Solok,6.72
Kota Sawah Lunto,2.34
Kota Padang Panjang,7.25
Kota Bukittinggi,6.49
Kota Payakumbuh,10.09
Kota Pariaman,5.66
RIAU,8.17
Kuantan Singingi,10.19
Indragiri Hulu,7.25
Indragiri Hilir,7.65
Pelalawan,11.93
Siak,5.29
Kampar,8.52
Rokan Hulu,10.66
Bengkalis,6.72
Rokan Hilir,7.58
Kepulauan Meranti,34.53
Kota Pekanbaru,3.45
Kota Dumai,5.27
JAMBI,7.9
Kerinci,7.36
Merangin,7.68
Sarolangun,9.1
Batang Hari,9.56
Muaro Jambi,4.98
