Nama Wilayah,
,Persentase Penduduk Miskin (P0) Menurut Kabupaten/Kota (Persen)
,2005
ACEH,28.69
Simeulue,33.39
Aceh Singkil,28.61
Aceh Selatan,26.43
Aceh Tenggara,24.13
Aceh Timur,29.41
Aceh Tengah,27.11
Aceh Barat,34.78
Aceh Besar,28.81
Pidie,35.27
Bireuen,29.09
Aceh Utara,35.14
Aceh Barat Daya,27.71
Gayo Lues,33.28
Aceh Tamiang,24
Nagan Raya,35.44
Aceh Jaya,30.65
Bener Meriah,28.18
Pidie Jaya,-
Kota Banda Aceh,8.2
Kota Sabang,29.17
Kota Langsa,14.68
Kota Lhokseumawe,15.57
Kota Subulussalam,-
SUMATERA UTARA,14.68
Nias,30.8
Mandailing Natal,21.5
Tapanuli Selatan,20.41
Tapanuli Tengah,30.16
Tapanuli Utara,21.8
Toba Samosir,18.99
Labuhan Batu,12.98
Asahan,13.29
Simalungun,17.09
Dairi,19.54
Karo,17.68
Deli Serdang,6.3
Langkat,20.98
Nias Selatan,34.84
Humbang Hasundutan,20.42
Pakpak Bharat,25.18
Samosir,23.13
Serdang Bedagai,10.53
Batu Bara,-
Padang Lawas Utara,-
Padang Lawas,-
Labuhan Batu Selatan,-
Labuhan Batu Utara,-
Nias Utara,-
Nias Barat,-
Kota Sibolga,11
Kota Tanjung Balai,13.92
Kota Pematang Siantar,10.96
Kota Tebing Tinggi,10.85
Kota Medan,7.06
Kota Binjai,6.93
Kota Padangsidimpuan,11.35
Kota Gunungsitoli,-
SUMATERA BARAT,10.89
Kepulauan Mentawai,19.26
Pesisir Selatan,12.43
Solok,15.28
Sijunjung,13.94
Tanah Datar,6.19
Padang Pariaman,14.67
Agam,13.36
Lima Puluh Kota,13.37
Pasaman,15.63
Solok Selatan,15.42
Dharmasraya,13.01
Pasaman Barat,12
Kota Padang,4.41
Kota Solok,4.08
Kota Sawah Lunto,5.21
Kota Padang Panjang,4.74
Kota Bukittinggi,4.97
Kota Payakumbuh,6.46
Kota Pariaman,8.36
RIAU,12.51
Kuantan Singingi,23.04
Indragiri Hulu,17.28
Indragiri Hilir,16.01
Pelalawan,22.36
Siak,7.62
Kampar,12.93
Rokan Hulu,26.48
Bengkalis,8.59
Rokan Hilir,9.51
Kepulauan Meranti,-
Kota Pekanbaru,2.44
Kota Dumai,8.44
JAMBI,11.88
Kerinci,12.25
Merangin,14.73
Sarolangun,19.81
Batang Hari,18.09
Muaro Jambi,9.39
Tanjung Jabung Timur,13.44
