Nama Wilayah,
,Persentase Penduduk Miskin (P0) Menurut Kabupaten/Kota (Persen)
,2015
ACEH,17.08
Simeulue,20.43
Aceh Singkil,21.72
Aceh Selatan,13.24
Aceh Tenggara,14.91
Aceh Timur,15.85
Aceh Tengah,17.51
Aceh Barat,21.46
Aceh Besar,15.93
Pidie,21.18
Bireuen,16.94
Aceh Utara,19.2
Aceh Barat Daya,18.25
Gayo Lues,21.95
Aceh Tamiang,14.57
Nagan Raya,20.13
Aceh Jaya,15.93
Bener Meriah,21.55
Pidie Jaya,21.4
Kota Banda Aceh,7.72
Kota Sabang,17.69
Kota Langsa,11.62
Kota Lhokseumawe,12.16
Kota Subulussalam,20.39
SUMATERA UTARA,10.53
Nias,18.05
Mandailing Natal,11.13
Tapanuli Selatan,11.37
Tapanuli Tengah,15
Tapanuli Utara,11.41
Toba Samosir,10.21
Labuhan Batu,8.99
Asahan,12.09
Simalungun,10.96
Dairi,9.09
Karo,9.68
Deli Serdang,4.74
Langkat,11.3
Nias Selatan,19.05
Humbang Hasundutan,9.85
Pakpak Bharat,11.26
Samosir,14.11
Serdang Bedagai,9.59
Batu Bara,12.61
Padang Lawas Utara,10.97
Padang Lawas,8.73
Labuhan Batu Selatan,11.65
Labuhan Batu Utara,11.31
Nias Utara,32.62
Nias Barat,29.96
Kota Sibolga,13.48
Kota Tanjung Balai,15.08
Kota Pematang Siantar,10.47
Kota Tebing Tinggi,12.03
Kota Medan,9.41
Kota Binjai,7.03
Kota Padangsidimpuan,8.77
Kota Gunungsitoli,25.42
SUMATERA BARAT,7.31
Kepulauan Mentawai,15.52
Pesisir Selatan,8.46
Solok,10
Sijunjung,7.87
Tanah Datar,5.82
Padang Pariaman,8.86
Agam,7.58
Lima Puluh Kota,7.65
Pasaman,8.14
Solok Selatan,7.52
Dharmasraya,7.17
Pasaman Barat,7.93
Kota Padang,4.93
Kota Solok,4.12
Kota Sawah Lunto,2.22
Kota Padang Panjang,6.74
Kota Bukittinggi,5.36
Kota Payakumbuh,6.67
Kota Pariaman,5.42
RIAU,8.42
Kuantan Singingi,10.8
Indragiri Hulu,7.76
Indragiri Hilir,8.11
Pelalawan,12.09
Siak,5.67
Kampar,9.17
Rokan Hulu,11.05
Bengkalis,7.38
Rokan Hilir,7.67
Kepulauan Meranti,34.08
Kota Pekanbaru,3.27
Kota Dumai,5.26
JAMBI,8.86
Kerinci,8.16
Merangin,9.8
Sarolangun,10.29
Batang Hari,10.69
Muaro Jambi,4.63
