Data Komentar Balasan (Edge/Reply Nodes),,,,,,,,,,,,,
ID Unik,Jenis Konten,Tautan Konten,Username,Teks Konten,Sentimen,Jumlah Views,Jumlah Likes,Jumlah Komentar,Jumlah Shares,Tahun,Balasan ID Komentar,Platform,Lokasi
T166,Komentar Balasan,https://vt.tiktok.com/ZSPPuthFT/,xwslm,@xwslm: tapi menurut gw indonesia banyak pengangguran karena indonesia tidak menerapkan ekonomi kapitalis,,,41,22,,2023,T29,TikTok,Indonesia
T167,Komentar Balasan,https://vt.tiktok.com/ZSPPHX2ne/,sekolahtazkiyah,"@sekolahtazkiyah: Aku pernah di PHK, tapi percayalah kita cuma di pecat bos. Bukan di pecat pemberi rezeki ☺️",,,5325,374,,2023,T30,TikTok,Indonesia
T168,Komentar Balasan,https://vt.tiktok.com/ZSPPHX2ne/,deyin,@deyin: abis ini ada yg komen insyaallah diganti pekerjaan nya dengan yg lebih baik padahal faktanya cari kerja susah,,,2490,303,,2023,T30,TikTok,Indonesia
T169,Komentar Balasan,https://vt.tiktok.com/ZSPPHX2ne/,Ristie,"@Ristie: tidak semua org punya pekerjaan,tp semua org punya rejeki,sy tdk bekerja suami phk.baik baik aja..",,,100,109,,2023,T30,TikTok,Indonesia
T170,Komentar Balasan,https://vt.tiktok.com/ZSPPHX2ne/,Pierreandcloth,@Pierreandcloth: Rezeki dari allah bukan dari PT percaya aja dan jangan lelah berikhtiar,,,75,236,,2023,T30,TikTok,Indonesia
T171,Komentar Balasan,https://vt.tiktok.com/ZSPPxngVT/,Taaa🦋,@Taaa🦋: masih mentokk di interview😭,,,543,6,,2024,T31,TikTok,Indonesia
T172,Komentar Balasan,https://vt.tiktok.com/ZSPPxngVT/,cindiamelia.aaa,@cindiamelia.aaa: Dari freshgraduate hingga tdk fresh lg masih blm dpt2😭,,,518,10,,2024,T31,TikTok,Indonesia
T173,Komentar Balasan,https://vt.tiktok.com/ZSPPxngVT/,yayaassssssssss,"@yayaassssssssss: dari fresh sampai jamuran belum ada yg nyangkut. Lokernya sih banyak, tapi jobdesk, syarat dan gajinya yg ga ngotak😭",,,97,3,,2024,T31,TikTok,Indonesia
T174,Komentar Balasan,https://vt.tiktok.com/ZSPPxngVT/,Chocooochiipppssssss,"@Chocooochiipppssssss: pliss aku udah apply sana sini, satupun gada yg di panggil😭😭",,,3,1,,2024,T31,TikTok,Indonesia
T175,Komentar Balasan,https://vt.tiktok.com/ZSPPXJCDg/,<henii:)),@<henii:)): aku yang kerja di FIF grup 🙃,,,130,85,,2024,T32,TikTok,Indonesia
T176,Komentar Balasan,https://vt.tiktok.com/ZSPPXJCDg/,kiaa,@kiaa: dikit amat gajinya😂😂😂😂,,,34,2,,2024,T32,TikTok,Indonesia
T177,Komentar Balasan,https://vt.tiktok.com/ZSPPXJCDg/,D I L L A,@D I L L A: sisi gelap FIF ytta wkw alumni kc nya troma😭,,,26,7,,2024,T32,TikTok,Indonesia
T178,Komentar Balasan,https://vt.tiktok.com/ZSPPXJCDg/,mameee,"@mameee: kak, aku pernah magang di FIF GROUP, tapi ragu buat apply 😭",,,24,7,,2024,T32,TikTok,Indonesia
T179,Komentar Balasan,https://vt.tiktok.com/ZSPPX3Hh5/,Ndaa,@Ndaa: Lamar di jobstreet gada yg tembus😭😂,,,212,10,,2024,T33,TikTok,Indonesia
T180,Komentar Balasan,https://vt.tiktok.com/ZSPPX3Hh5/,Yo,@Yo: Glints sih rekomen banget. Apply siang dan kalo sesuai kualifikasi sorenya dikabarin interview,,,58,4,,2024,T33,TikTok,Indonesia
T181,Komentar Balasan,https://vt.tiktok.com/ZSPPX3Hh5/,dan✨,"@dan✨: indeed sihh sering bgt dipanggil dan interview, jobstreet spam anjirr tbtb ditawarin jd buzzer",,,4,1,,2024,T33,TikTok,Indonesia
T182,Komentar Balasan,https://vt.tiktok.com/ZSPPX3Hh5/,itfullsan,@itfullsan: untuk kesehatan ada ga kak 🙏,,,2,1,,2024,T33,TikTok,Indonesia
T183,Komentar Balasan,https://vt.tiktok.com/ZSPP4BepP/,dyyjrxx,@dyyjrxx: lebih banyak ke pialang si wkw,,,390,16,,2024,T34,TikTok,Indonesia
T184,Komentar Balasan,https://vt.tiktok.com/ZSPP4BepP/,Mikhael_♎,"@Riorstm: kak SMA bisa ga ngelamar di bank,,tpi basic nya diretail?😓",,,17,12,,2024,T34,TikTok,Indonesia
T185,Komentar Balasan,https://vt.tiktok.com/ZSPP4BepP/,ratriii,@Mikhael_♎: Saya mau kerja di kantoran tapi saya gak punya basic nya bang? dan pengalaman saya cmn di Logistik gudang!. Apakah saya bisa bang kerja di kantoran?,,,3,4,,2024,T34,TikTok,Indonesia
T186,Komentar Balasan,https://vt.tiktok.com/ZSPP4BepP/,Riorstm,"@ratriii: aku ke banned 2th pdhl dah mau training😞, gpp taun depan coba lagi doain semoga lolos ya kak",,,3,1,,2024,T34,TikTok,Indonesia
T187,Komentar Balasan,https://vt.tiktok.com/ZSPP4Hhq8/,cipaaw,"@cipaaw: udah nganggur 6 bulan semenjak lulus sekolah, rasa nya muak bgttt pingin kerjaa😓",,,1982,142,,2024,T35,TikTok,Indonesia
T188,Komentar Balasan,https://vt.tiktok.com/ZSPP4Hhq8/,rekaaaaaaa,@rekaaaaaaa: semangat bang lu gak sendirian gua yg nganggur 3 tahun,,,463,90,,2024,T35,TikTok,Indonesia
T189,Komentar Balasan,https://vt.tiktok.com/ZSPP4Hhq8/,Whyu,@Whyu: gue lulus 2022 sampe sekarang masih nganggur 🙃,,,195,111,,2024,T35,TikTok,Indonesia
T190,Komentar Balasan,https://vt.tiktok.com/ZSPP4Hhq8/,Serene,"@Serene: Abang gw lulus dari tahun 2019 sampe sekarang nganggur, ya minimal ada pengalaman kerjalah,bayangin Abang gw umur 23 tahun tapi blm ada pengalaman kerja sama sekali,di tawarin kuliah aja gamau",,,14,22,,2024,T35,TikTok,Indonesia
T191,Komentar Balasan,https://vt.tiktok.com/ZSPPV2Luw/,heraaaaaaa00,@heraaaaaaa00: aku dari fresh graduate sampe ga fresh lagi tetep nganggur😭😭😭,,,1847,44,,2024,T36,TikTok,Indonesia
T192,Komentar Balasan,https://vt.tiktok.com/ZSPPV2Luw/,gataucapee37,@gataucapee37: iya cape tp bingung cari kerja dmn,,,514,2,,2024,T36,TikTok,Indonesia
T193,Komentar Balasan,https://vt.tiktok.com/ZSPPV2Luw/,Putri Agustina,@Putri Agustina: disini ada yg umur nya 28 masih nganggur ga si😭,,,72,72,,2024,T36,TikTok,Indonesia
T194,Komentar Balasan,https://vt.tiktok.com/ZSPPV2Luw/,Arraaa,@Arraaa: jadi pengangguran juga capek,,,19,4,,2024,T36,TikTok,Indonesia
T195,Komentar Balasan,https://vt.tiktok.com/ZSPPV7oHx/,Chong-Li,@Chong-Li: karna bnyk ketentuan yg ga ngotak + gajinya tergantung bos😂,,,820,17,,2024,T37,TikTok,Indonesia
T196,Komentar Balasan,https://vt.tiktok.com/ZSPPV7oHx/,Kocu,@Kocu: Nggak sepenuh nya gara gara gan z sih yang mendidik gen z kan gen yang terdahulu,,,102,2,,2024,T37,TikTok,Indonesia
T197,Komentar Balasan,https://vt.tiktok.com/ZSPPV7oHx/,user45263263536,"@user45263263536: Kualifikasi nya kohh harus punya pengalaman kerja 1 tahun , nah sedangkan dia aja belum punya pengalaman gimana itu koh?",,,43,10,,2024,T37,TikTok,Indonesia
T198,Komentar Balasan,https://vt.tiktok.com/ZSPPV7oHx/,Riannn.,"@Riannn.: pejabat lebih sibuk memperkaya diri, dari pada membuka lapangan pekerjaan..",,,33,2,,2024,T37,TikTok,Indonesia
T199,Komentar Balasan,https://vt.tiktok.com/ZSPPqn4ME/,Lumos,@Lumos: hidup harus tanpa penyesalan sih.. selalu ada hal baik dibanding hal buruk..,,,290,2,,2024,T38,TikTok,Indonesia
T200,Komentar Balasan,https://vt.tiktok.com/ZSPPqn4ME/,bananaslice,"@bananaslice: aku jugaa, ada di siklus aftergraduate inii lama bangeet kadang sampe mikir makin hari ko makin gelap yaa, makin ga terarah dan kadang sampe ga percaya sama diri sendiri🥺",,,144,7,,2024,T38,TikTok,Indonesia
T201,Komentar Balasan,https://vt.tiktok.com/ZSPPqn4ME/,AkubukanUFO,@AkubukanUFO: di PHK bkn berarti lu buruk atau ga bagus...,,,45,2,,2024,T38,TikTok,Indonesia
T202,Komentar Balasan,https://vt.tiktok.com/ZSPPqn4ME/,MDa,@MDa: aku juga di PHK baru 2 bln🥺,,,5,4,,2024,T38,TikTok,Indonesia
T203,Komentar Balasan,https://vt.tiktok.com/ZSPPbSfcF/,Ayu.Rdha 17,"@Ayu.Rdha 17: iya nganggur terlalu lama, kagak ada pemasukan lagi :)",,,166,5,,2024,T39,TikTok,Indonesia
T204,Komentar Balasan,https://vt.tiktok.com/ZSPPbSfcF/,littlebutterflly🧚‍♀️🍑,@littlebutterflly🧚‍♀️🍑: semoga setelah pertempuran ini bakalan ketemu sama pekerjaan yang bener bener pas aamiinnnnnnn,,,97,6,,2024,T39,TikTok,Indonesia
T205,Komentar Balasan,https://vt.tiktok.com/ZSPPbSfcF/,Kau Ni Ape?,@Kau Ni Ape?: Baru x ini Gue jd beban keluarga 😭,,,27,3,,2024,T39,TikTok,Indonesia
T206,Komentar Balasan,https://vt.tiktok.com/ZSPPbSfcF/,ang_zahrotunnashop,@ang_zahrotunnashop: udh 8bulan nganggur menyala diriku😅,,,3,3,,2024,T39,TikTok,Indonesia
T207,Komentar Balasan,https://vt.tiktok.com/ZSPPgN3Rb/,ranasausan05,"@ranasausan05: Halo kak, aku jg S2 lulusan UGM. Ak jg sering bgt dirugikan dg stigma overqualified. Alhasil, susah cari kerja selama 2 tahun terakhir 😭🙏🏻",,,281,57,,2024,T40,TikTok,Indonesia
T208,Komentar Balasan,https://vt.tiktok.com/ZSPPgN3Rb/,nntrr_4,"@nntrr_4: Tapi emang mau s1 ataupun s2 cari kerja sesusah itu udah apply dimana2 ga ada hasil, padahal tiap harinya selalu ikut course, trainning dll. Alhasil dripada buang2 waktu dan masih ada biaya mutusin-",,,170,3,,2024,T40,TikTok,Indonesia
T209,Komentar Balasan,https://vt.tiktok.com/ZSPPgN3Rb/,Fald,@Fald: trmanku kebanyakan s2 karna ngganggur ga tau mau ngapain setelah s1,,,40,17,,2024,T40,TikTok,Indonesia
T210,Komentar Balasan,https://vt.tiktok.com/ZSPPgN3Rb/,MY | HRD 🇮🇩 Kuliah 🇸🇪,"@MY | HRD 🇮🇩 Kuliah 🇸🇪: Sebagai HR Setuju banget, poin terakhir aku udah terapin kok diperusahaan lama, aku hire lulusan s2 dalam dan luar negeri, dan bahkan lagi ongoing Ph.D",,,10,2,,2024,T40,TikTok,Indonesia
T211,Komentar Balasan,https://vt.tiktok.com/ZSPPpoChc/,dias......_,@dias......_: kita tuh over populasi,,,16500,213,,2025,T41,TikTok,Indonesia
T212,Komentar Balasan,https://vt.tiktok.com/ZSPPpoChc/,Alan.exe,@Alan.exe: UI 😭😭 gw kira lulusan UI tuh mentok bakal easily dapet job karena alumni yg kuat😭,,,12600,97,,2025,T41,TikTok,Indonesia
T213,Komentar Balasan,https://vt.tiktok.com/ZSPPpoChc/,gazorusotaro,@JagoGame: jurusan banyak yang keren tapi lowongannya cuma dikit,,,2880,4,,2025,T41,TikTok,Indonesia
T214,Komentar Balasan,https://vt.tiktok.com/ZSPPpoChc/,JagoGame,"@gazorusotaro: anak UI aja susah dapet kerja, apalagi gw yang kampus ecek""😂",,,794,17,,2025,T41,TikTok,Indonesia
T215,Komentar Balasan,https://vt.tiktok.com/ZSPPsC2CK/,it’s Milfaaa🌸,"@it’s Milfaaa🌸: guys, aku uda 2thn nganggur:(",,,324,54,,2025,T42,TikTok,Indonesia
T216,Komentar Balasan,https://vt.tiktok.com/ZSPPsC2CK/,Mocca.Mochi,"@Mocca.Mochi: kenapa harus merasa gini ? aku lulusan S2 nganggur hampir 2 thn but its okey mamaku jg oke oke aja cuma mama yg nerima kita dalam kondisi seburuk apapun . jadi , kenapa ada alasan ga ""enak"" ngobrol sama ""rumah"" sendiri ? gpp , Allah tau mana yang terbaik diantara yang baik . tidak cepat tapi diwaktu yang tepat. semangat",,,158,73,,2025,T42,TikTok,Indonesia
T217,Komentar Balasan,https://vt.tiktok.com/ZSPPsC2CK/,yoursweetypie297,"@yoursweetypie297: cape bgt yagasi? apa lgi org sekitar cuma bisa neken tpi ga bsa ngertiin pdhl kitanya jg udh usaha, mn diblg pilih"" kerjaan pdhlkn kerjaannya yg ga milih kita😕",,,85,4,,2025,T42,TikTok,Indonesia
T218,Komentar Balasan,https://vt.tiktok.com/ZSPPsC2CK/,mas-mas scbd,"@mas-mas scbd: aku hampir 3 tahun nganggurrrraaakhhh, ini lagi siap2 mau daftar driver shopeefood, doain ya guyz semoga lancar",,,14,4,,2025,T42,TikTok,Indonesia
T219,Komentar Balasan,https://vt.tiktok.com/ZSPPG6os6/,impossible 🥷🏻,@impossible 🥷🏻: bukanya mereka yg gamau bekerja..tetapi memang pekerjaan yg tidak ada..semangat,,,789300,188,,2025,T43,TikTok,Indonesia
T220,Komentar Balasan,https://vt.tiktok.com/ZSPPG6os6/,Mansyah,@Mansyah: Dan yg mengherankan masih banyak anak muda yg menikah dalam keadaan ekonomi yg belum stabil,,,3478,134,,2025,T43,TikTok,Indonesia
T221,Komentar Balasan,https://vt.tiktok.com/ZSPPG6os6/,Miracel Invoker,@Miracel Invoker: gajih kecil kerja mau skill dewa 😂 indo indo,,,3228,39,,2025,T43,TikTok,Indonesia
T222,Komentar Balasan,https://vt.tiktok.com/ZSPPG6os6/,si baby taxi,@si baby taxi: kerja di indo 1. sangat butuh orang dalem 2. gaji awur-awuran,,,1679,19,,2025,T43,TikTok,Indonesia
T223,Komentar Balasan,https://vt.tiktok.com/ZSPPt5daP/,punyadel_,@punyadel_: Iyaa lagi sama notif ke email bukan panggilan malah notif kadaluarsa dr posisi yang dilamar,,,1444,34,,2025,T44,TikTok,Indonesia
T224,Komentar Balasan,https://vt.tiktok.com/ZSPPt5daP/,Achmad Capri,"@Achmad Capri: mending jangan jobstreet deh. gak worth it. soalnya dari aplikasi udah screening duluan buat sampe ke HR. jobstreet buat cari nama PT dan Lokernya aja. cari nama/email HRD di LinkedIn. langsung email aja, langsung nyanpe ke HRD CV kita itu",,,1111,29,,2025,T44,TikTok,Indonesia
T225,Komentar Balasan,https://vt.tiktok.com/ZSPPt5daP/,Matchachaa,@Matchachaa: Kadang mikir kenapa ya orang orang bisa dapet kerja sementara aku susah banget asa apa ya sama aku😭😭😭😭😭😭,,,212,4,,2025,T44,TikTok,Indonesia
T226,Komentar Balasan,https://vt.tiktok.com/ZSPPt5daP/,matchaluver🍵,@matchaluver🍵: ka coba make glints dia lumayan cepet,,,111,31,,2025,T44,TikTok,Indonesia
T227,Komentar Balasan,https://vt.tiktok.com/ZSPPnNqq8/,Are you oke,@Are you oke: negara ini sudah bangkrut sebenarnya cuma pemerintah menutup nutupi,,,662,29,,2025,T45,TikTok,Indonesia
T228,Komentar Balasan,https://vt.tiktok.com/ZSPPnNqq8/,Daniel,@Daniel: kulia hanya menunda pengangguran..cuma jadi ladang bisnis di sektor pendidikan😊😊,,,468,48,,2025,T45,TikTok,Indonesia
T229,Komentar Balasan,https://vt.tiktok.com/ZSPPnNqq8/,rcs_jaya,"@rcs_jaya: mana peduli ginian, yg penting pajak peras sampai kering",,,101,1,,2025,T45,TikTok,Indonesia
T230,Komentar Balasan,https://vt.tiktok.com/ZSPPnNqq8/,Aboy,@Aboy: saya aja lulusan S2.. pengangguran,,,54,8,,2025,T45,TikTok,Indonesia
T231,Komentar Balasan,https://vt.tiktok.com/ZSPPnsaU5/,ftyfty,"@ftyfty: Gue udah di level capek marah, mau nangis aja",,,944,12,,2025,T46,TikTok,Indonesia
T232,Komentar Balasan,https://vt.tiktok.com/ZSPPnsaU5/,pakbay,"@pakbay: sebenarnya ini termasuk ""dead horse theory"", seleksi penerimaan CPNS dan PPPK thn 2024 sebenarnya tidak relevan jika berkaca pada keadaan APBN kita",,,60,24,,2025,T46,TikTok,Indonesia
T233,Komentar Balasan,https://vt.tiktok.com/ZSPPnsaU5/,Orang,@Orang: Makasih bang untuk menyuarakan 🙏🏻,,,11,1,,2025,T46,TikTok,Indonesia
T234,Komentar Balasan,https://vt.tiktok.com/ZSPPnsaU5/,I’m not Freen,@I’m not Freen: Kebagian susahnya doang. 🙃,,,9,1,,2025,T46,TikTok,Indonesia
T235,Komentar Balasan,https://vt.tiktok.com/ZSPPWNTeN/,sabi kim,@sabi kim: Dan mereka bertanya2 kenapa genzi tidak bahagia,,,1819,5,,2025,T47,TikTok,Indonesia
T236,Komentar Balasan,https://vt.tiktok.com/ZSPPWNTeN/,Aal Izz Well,@Aal Izz Well: 2003 adalah tahun terburuk utk lahir anjir 😭,,,714,8,,2025,T47,TikTok,Indonesia
T237,Komentar Balasan,https://vt.tiktok.com/ZSPPWNTeN/,neveenns,"@neveenns: Sebenarnya lowongan itu banyak, cek aja jobstreet, glints atau linkedin. Cuma disini concern nya, ada ketidak sesuaian antara kriteria perusahaan sama pelamar2nya. Contoh : Maksimal umur, tinggi badan, pendidikan minimal. Nah ini yang harus dicari jalan tengahnya.",,,102,11,,2025,T47,TikTok,Indonesia
T238,Komentar Balasan,https://vt.tiktok.com/ZSPPWNTeN/,Kepiting Anggora,@Kepiting Anggora: bruh gua lulus 2022 sampe sekarang belom dapet kerja sama sekali😂,,,50,6,,2025,T47,TikTok,Indonesia
T239,Komentar Balasan,https://vt.tiktok.com/ZSPP7VN2C/,ansspttt_,"@ansspttt_: udah nganggur, diusir lagi😔",,,5911,42,,2025,T48,TikTok,Indonesia
T240,Komentar Balasan,https://vt.tiktok.com/ZSPP7VN2C/,yuu,@yuu: lah fungsi dan janji pemerintah yg katanya menyediakan lowongan kerja mana,,,931,37,,2025,T48,TikTok,Indonesia
T241,Komentar Balasan,https://vt.tiktok.com/ZSPP7VN2C/,Akbarzikri23,@Akbarzikri23: iya sih Indonesia tuh kelebihan populasi manusia?🤔,,,127,34,,2025,T48,TikTok,Indonesia
T242,Komentar Balasan,https://vt.tiktok.com/ZSPP7VN2C/,fik.07,"@fik.07: kalo bisa mah gw mau kerja di jepang, tpi gtw gimna caranya dan perlu biaya berapa 🗿",,,19,9,,2025,T48,TikTok,Indonesia
T243,Komentar Balasan,https://vt.tiktok.com/ZSPP7VN2C/,rijkiputra,"@rijkiputra: benar banget bang, udah kacau negara ini",,,4043,13,,2025,T49,TikTok,Indonesia
T244,Komentar Balasan,https://vt.tiktok.com/ZSPP7VN2C/,ttorroo,"@ttorroo: emang pemerinth sini, cape bgt liat berita",,,2177,3,,2025,T49,TikTok,Indonesia
T245,Komentar Balasan,https://vt.tiktok.com/ZSPP7VN2C/,Dino Yellow,@Dino Yellow: 19 JT Lapangan Kerja 🤣🤣🤣🤣🤣🤣,,,1780,77,,2025,T49,TikTok,Indonesia
T246,Komentar Balasan,https://vt.tiktok.com/ZSPP7VN2C/,rissi,@rissi: ayo kompak jangan percaya dengan para pejabat negara,,,371,9,,2025,T49,TikTok,Indonesia
T247,Komentar Balasan,https://vt.tiktok.com/ZSPPv4ens/,sitinurmayanti406,@sitinurmayanti406: cape jadi pengangguran😭,,,709,25,,2025,T50,TikTok,Indonesia
T248,Komentar Balasan,https://vt.tiktok.com/ZSPPv4ens/,OrangSukses,"@OrangSukses: bingung capek ga bisa dideskripsikan dihina dihujat tetangga karena nganggur, skrng disindir² dimaki² adek sendiri, bahkan orang tua udh ngedumel terus, tapi aku ga berhenti usaha lamar kesana kesini baik ngelamar online bahkan saking takut nya dirumah setiap pagi aku ikutan kaya orang lain berangkat pagi bedanya orang lain berangkat pagi dgn tujuan jelas ke kantor untuk bekerja sedangkan aku berangkat pagi dgn tujuan ga tau mau kemana arahnya sambil nenteng amplop buat lamar kesana kesini sedangkan 2025 udh tinggal menghitung beberapa hari lagi akan selesai, semoga di penghujung 2025 ada keajaiban aku dpt kerjaan biar aku punya kesibukan bisa beli apa aja yg aku mau😭🥹 tolong yakinin aku, klo aku segera bakal dapet pekerjaan yg aku impikan kan yaa? 🥹",,,327,21,,2025,T50,TikTok,Indonesia
T249,Komentar Balasan,https://vt.tiktok.com/ZSPPv4ens/,mihawk,@mihawk: dari fresh sampe udah gak fresh lagi🗿,,,100,1,,2025,T50,TikTok,Indonesia
T250,Komentar Balasan,https://vt.tiktok.com/ZSPPv4ens/,Lisamyln,"@Lisamyln: CAPE BANGET UDAH MAU SETAHUN, PLIS",,,15,1,,2025,T50,TikTok,Indonesia
T251,Komentar Balasan,https://www.tiktok.com/@tempo.co/video/6823188790429928705?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,SHINJIRO RUMI,"@SHINJIRO RUMI: Sabar ya mas, smua ada wkt, cara dan jalanNYA, kita smakin tau bhw sehat dan silaturahmi itu mahal...",,,11,0,,2020,T51,TikTok,Indonesia
T252,Komentar Balasan,https://www.tiktok.com/@tempo.co/video/6823188790429928705?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,Avillaz🖤🖤🖤,@Avillaz🖤🖤🖤: saya jugak mengalami ny😢,,,4,0,,2020,T51,TikTok,Indonesia
T253,Komentar Balasan,https://www.tiktok.com/@tempo.co/video/6823188790429928705?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,Bpm Wire Prebuild,@Bpm Wire Prebuild: sayang nya tidak ada solusi buat anak perantauan yg menggantung di kota org,,,0,0,,2020,T51,TikTok,Indonesia
T254,Komentar Balasan,https://www.tiktok.com/@tempo.co/video/6823188790429928705?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,Virgo1997♍,"@Virgo1997♍: kita sama, tabungan semakin menipis sedangkan gak bisa pulang kampung",,,0,0,,2020,T51,TikTok,Indonesia
T255,Komentar Balasan,https://www.tiktok.com/@hey.maretchu/video/6884054346682666242?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,Sagitarius ♐,@Sagitarius : kak kalo Bekasi buka gk ya,,,2,1,,2020,T52,TikTok,Indonesia
T256,Komentar Balasan,https://www.tiktok.com/@hey.maretchu/video/6884054346682666242?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,Bbyaaa,@Bbyaaa: kalo sambil kuliah bisa ga ka?,,,1,1,,2020,T52,TikTok,Indonesia
T257,Komentar Balasan,https://www.tiktok.com/@hey.maretchu/video/6884054346682666242?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,A,@A: lowongannya makin aktif ya bund wkwk,,,2,1,,2020,T52,TikTok,Indonesia
T258,Komentar Balasan,https://www.tiktok.com/@hey.maretchu/video/6884054346682666242?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,Anak Manajemen,@Anak Manajemen: kak awalnya dulu ikut MT atau gimana kak?,,,2,4,,2020,T52,TikTok,Indonesia
T259,Komentar Balasan,https://www.tiktok.com/@sicepatekspres/video/6908719936525389057?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,pim nateph,@pim nateph: Apakabarnya lulusan SMK tp handal ms.office .emang semuanya butuh sertifikasi 😌yg g mampu tersertifikasi minggir,,,3,0,,2020,T53,TikTok,Indonesia
T260,Komentar Balasan,https://www.tiktok.com/@sicepatekspres/video/6908719936525389057?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,Bagas syah,"@Bagas syah: min, kalau saya dulu mantan seller activation officer sicepat Daan Mogot, bisa ngelamar lagi ngak ya?",,,2,0,,2020,T53,TikTok,Indonesia
T261,Komentar Balasan,https://www.tiktok.com/@sicepatekspres/video/6908719936525389057?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,asiqinaza,@asiqinaza: aku fresh graduate:( gabisa ya emangnya😳,,,4,0,,2020,T53,TikTok,Indonesia
T262,Komentar Balasan,https://www.tiktok.com/@sicepatekspres/video/6908719936525389057?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,anoumale,@anoumale: Sma/smk ga ada ka?pengalaman admin,,,3,0,,2020,T53,TikTok,Indonesia
T263,Komentar Balasan,https://www.tiktok.com/@sweaterpolos.id/video/6911687823577959682?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,n a d,"@n a d: full time ya kak? gaada kah yg part time, karena masih harus kuliah",,,161,42,,2020,T54,TikTok,Indonesia
T264,Komentar Balasan,https://www.tiktok.com/@sweaterpolos.id/video/6911687823577959682?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,uvuuvuvuuv,@uvuuvuvuuv: Dulu tokonya masih biasa aja sekarang udah keren 👍,,,549,6,,2020,T54,TikTok,Indonesia
T265,Komentar Balasan,https://www.tiktok.com/@sweaterpolos.id/video/6911687823577959682?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,zaf🐰,@zaf🐰: mau ikutan tp ga bakat bikin video 😭😭😭,,,250,10,,2020,T54,TikTok,Indonesia
T266,Komentar Balasan,https://www.tiktok.com/@sweaterpolos.id/video/6911687823577959682?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,abbas,@abbas: bisa sambil kuliah ga kak?,,,74,20,,2020,T54,TikTok,Indonesia
T267,Komentar Balasan,https://www.tiktok.com/@estehindonesia/video/6901580065444809985?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,anaynay,@anaynay: klo bolehtauuu ini khusus jkt atau bukan ka?,,,27,9,,2020,T55,TikTok,Indonesia
T268,Komentar Balasan,https://www.tiktok.com/@estehindonesia/video/6901580065444809985?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,Check Out Yuk,"@Check Out Yuk: udah atuh om Gimmick nya, kasian orang yg udah ngarep di PHPin mulu.. Buat trik marketing sih sah2 aja , tapi Cara nya ga gini terus, ga beretika..",,,325,64,,2020,T55,TikTok,Indonesia
T269,Komentar Balasan,https://www.tiktok.com/@estehindonesia/video/6901580065444809985?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,AQUARIUS♒,@AQUARIUS♒: udahh apply berkali kali lewat email info loker dari Ig tapi gada panggilan sama sekali 😏,,,27,8,,2020,T55,TikTok,Indonesia
T270,Komentar Balasan,https://www.tiktok.com/@estehindonesia/video/6901580065444809985?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,Coklat toblerone,@Coklat toblerone: Harus bersedia di tempatkan di mana saja kah ?,,,6,1,,2020,T55,TikTok,Indonesia
T271,Komentar Balasan,https://www.tiktok.com/@ussindonesia/video/6903858515912232194?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,Andy,@Andy: kira kira kalau aku yg daftar gimana ya...,,,20,3,,2020,T56,TikTok,Indonesia
T272,Komentar Balasan,https://www.tiktok.com/@ussindonesia/video/6903858515912232194?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,raraa,@raraa: untuk umur brpa ka??,,,20,12,,2020,T56,TikTok,Indonesia
T273,Komentar Balasan,https://www.tiktok.com/@ussindonesia/video/6903858515912232194?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,sapikecill🐮,"@sapikecill🐮: Yah jakarta, yah 24 tahun, yah mundur deh😳",,,75,3,,2020,T56,TikTok,Indonesia
T274,Komentar Balasan,https://www.tiktok.com/@ussindonesia/video/6903858515912232194?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,✨MAMA KAYLA✨,@✨MAMA KAYLA✨: Barusan aku ngirim cv semoga keterima amin,,,5,4,,2020,T56,TikTok,Indonesia
