Wilayah,,,
,Indeks Kedalaman Kemiskinan (P1) Menurut Daerah,,
,2000,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,1.89
Desa,-,-,4.68
Kota+Desa,-,-,3.51
