Wilayah,,,
,Indeks Kedalaman Kemiskinan (P1) Menurut Daerah,,
,1999,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,3.52
Desa,-,-,4.84
Kota+Desa,-,-,4.33
