Wilayah,,,
,Indeks Kedalaman Kemiskinan (P1) Menurut Daerah,,
,2018,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,1.17,1.08,-
Desa,2.37,2.32,-
Kota+Desa,1.71,1.63,-
