Wilayah,,,
,Indeks Kedalaman Kemiskinan (P1) Menurut Daerah,,
,2024,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,1.1,0.98,-
Desa,1.98,1.92,-
Kota+Desa,1.46,1.36,-
