Wilayah,,,
,Indeks Kedalaman Kemiskinan (P1) Menurut Daerah,,
,2014,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,1.25,1.25,-
Desa,2.26,2.25,-
Kota+Desa,1.75,1.75,-
