Wilayah,,,
,Indeks Kedalaman Kemiskinan (P1) Menurut Daerah,,
,2012,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,1.4,1.38,-
Desa,2.36,2.42,-
Kota+Desa,1.88,1.9,-
