Wilayah,,,
,Indeks Kedalaman Kemiskinan (P1) Menurut Daerah,,
,2022,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,1.19,1.16,-
Desa,2.13,2.11,-
Kota+Desa,1.59,1.56,-
