Wilayah,,,
,Indeks Kedalaman Kemiskinan (P1) Menurut Daerah,,
,2005,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,2.05
Desa,-,-,3.34
Kota+Desa,-,-,2.78
