Wilayah,,,
,Indeks Kedalaman Kemiskinan (P1) Menurut Daerah,,
,2003,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,2.55
Desa,-,-,3.53
Kota+Desa,-,-,3.13
