Wilayah,,,
,Indeks Kedalaman Kemiskinan (P1) Menurut Daerah,,
,2006,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,2.61
Desa,-,-,4.22
Kota+Desa,-,-,3.43
