Wilayah,,,
,Indeks Kedalaman Kemiskinan (P1) Menurut Daerah,,
,2007,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,2.15
Desa,-,-,3.78
Kota+Desa,-,-,2.99
