Wilayah,,,
,Indeks Kedalaman Kemiskinan (P1) Menurut Daerah,,
,2011,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,1.52,1.48,-
Desa,2.63,2.61,-
Kota+Desa,2.08,2.05,-
