Nama Wilayah,
,Garis Kemiskinan Menurut Kabupaten/Kota (Rupiah/kapita/bulan)
,2005
ACEH,172084
Simeulue,176719
Aceh Singkil,168566
Aceh Selatan,171815
Aceh Tenggara,145487
Aceh Timur,193533
Aceh Tengah,211997
Aceh Barat,220636
Aceh Besar,249760
Pidie,207844
Bireuen,166442
Aceh Utara,163997
Aceh Barat Daya,146135
Gayo Lues,194955
Aceh Tamiang,180413
Nagan Raya,203085
Aceh Jaya,182677
Bener Meriah,207244
Pidie Jaya,-
Kota Banda Aceh,267005
Kota Sabang,192032
Kota Langsa,132284
Kota Lhokseumawe,149664
Kota Subulussalam,-
SUMATERA UTARA,143095
Nias,109121
Mandailing Natal,141204
Tapanuli Selatan,147576
Tapanuli Tengah,154589
Tapanuli Utara,144748
Toba Samosir,154155
Labuhan Batu,161034
Asahan,143773
Simalungun,151151
Dairi,143862
Karo,202879
Deli Serdang,147921
Langkat,157794
Nias Selatan,101722
Humbang Hasundutan,131139
Pakpak Bharat,109475
Samosir,126207
Serdang Bedagai,144479
Batu Bara,-
Padang Lawas Utara,-
Padang Lawas,-
Labuhan Batu Selatan,-
Labuhan Batu Utara,-
Nias Utara,-
Nias Barat,-
Kota Sibolga,155136
Kota Tanjung Balai,159825
Kota Pematang Siantar,163444
Kota Tebing Tinggi,162969
Kota Medan,186031
Kota Binjai,163375
Kota Padangsidimpuan,150810
Kota Gunungsitoli,-
SUMATERA BARAT,140962
Kepulauan Mentawai,94550
Pesisir Selatan,126344
Solok,147853
Sijunjung,138525
Tanah Datar,133488
Padang Pariaman,134865
Agam,131255
Lima Puluh Kota,153436
Pasaman,116677
Solok Selatan,119970
Dharmasraya,163818
Pasaman Barat,140891
Kota Padang,157028
Kota Solok,128528
Kota Sawah Lunto,99074
Kota Padang Panjang,139871
Kota Bukittinggi,152135
Kota Payakumbuh,151424
Kota Pariaman,155284
RIAU,167620
Kuantan Singingi,194569
Indragiri Hulu,181819
Indragiri Hilir,143086
Pelalawan,210560
Siak,175158
Kampar,171151
Rokan Hulu,190944
Bengkalis,141091
Rokan Hilir,139235
Kepulauan Meranti,-
Kota Pekanbaru,175116
Kota Dumai,187902
JAMBI,141157
Kerinci,130584
Merangin,153487
Sarolangun,167302
Batang Hari,157685
Muaro Jambi,112605
Tanjung Jabung Timur,133573
Tanjung Jabung Barat,137807
Tebo,149591
Bungo,118488
Kota Jambi,139472
Kota Sungai Penuh,-
SUMATERA SELATAN,138444
Ogan Komering Ulu,131969
Ogan Komering Ilir,130382
Muara Enim,148238
Lahat,142743
Musi Rawas,150947
Musi Banyuasin,156742
Banyu Asin,133069
Ogan Komering Ulu Selatan,113654
Ogan Komering Ulu Timur,119651
Ogan Ilir,140912
Empat Lawang,-
Penukal Abab Lematang Ilir,-
Musi Rawas Utara,-
Kota Palembang,147221
Kota Prabumulih,134202
Kota Pagar Alam,120466
Kota Lubuklinggau,163379
BENGKULU,128541
Bengkulu Selatan,138164
Rejang Lebong,141176
Bengkulu Utara,151742
Kaur,103886
Seluma,154215
Mukomuko,141666
Lebong,121613
Kepahiang,121455
Bengkulu Tengah,-
Kota Bengkulu,160711
LAMPUNG,125319
Lampung Barat,127434
Tanggamus,113523
Lampung Selatan,136111
Lampung Timur,133095
Lampung Tengah,129661
Lampung Utara,131415
Way Kanan,118582
Tulangbawang,116345
Pesawaran,-
Pringsewu,-
Mesuji,-
Tulang Bawang Barat,-
Pesisir Barat,-
Kota Bandar Lampung,153866
Kota Metro,109122
KEP. BANGKA BELITUNG,186531
Bangka,170715
Belitung,192054
Bangka Barat,176929
Bangka Tengah,229350
Bangka Selatan,177859
Belitung Timur,183485
Kota Pangkal Pinang,212865
KEPULAUAN RIAU,215803
Karimun,168166
Bintan,174756
Natuna,94243
Lingga,198261
Kepulauan Anambas,-
Kota Batam,214309
Kota Tanjung Pinang,264519
DKI JAKARTA,237735
Kepulauan Seribu,270071
Kota Jakarta Selatan,263740
Kota Jakarta Timur,220855
Kota Jakarta Pusat,209929
Kota Jakarta Barat,211074
Kota Jakarta Utara,212490
JAWA BARAT,133701
Bogor,140968
Sukabumi,132633
Cianjur,130521
Bandung,137209
Garut,111974
Tasikmalaya,117083
Ciamis,138963
Kuningan,145233
Cirebon,144046
Majalengka,160044
Sumedang,146554
Indramayu,152601
Subang,163748
Purwakarta,146792
Karawang,165397
Bekasi,160136
Bandung Barat,-
Pangandaran,-
Kota Bogor,169570
Kota Sukabumi,154839
Kota Bandung,153142
Kota Cirebon,162799
Kota Bekasi,197057
Kota Depok,204552
Kota Cimahi,180870
Kota Tasikmalaya,130528
Kota Banjar,106830
JAWA TENGAH,130013
Cilacap,128671
Banyumas,152121
Purbalingga,144515
Banjarnegara,126543
Kebumen,137095
Purworejo,128427
Wonosobo,134488
Magelang,113279
Boyolali,120685
Klaten,180085
Sukoharjo,129392
Wonogiri,130016
Karanganyar,148987
Sragen,147361
Grobogan,138103
Blora,120701
Rembang,141530
Pati,159558
Kudus,156462
Jepara,155376
Demak,142593
Semarang,143695
Temanggung,111249
Kendal,140676
Batang,106644
Pekalongan,150604
Pemalang,128309
Tegal,140441
Brebes,137298
Kota Magelang,157233
Kota Surakarta,169956
Kota Salatiga,150854
Kota Semarang,162723
Kota Pekalongan,136266
Kota Tegal,171462
D I YOGYAKARTA,148476
Kulon Progo,144076
Bantul,159538
Gunung Kidul,132134
Sleman,182355
Kota Yogyakarta,214694
JAWA TIMUR,128598
Pacitan,116407
Ponorogo,115253
Trenggalek,97841
Tulungagung,146619
Blitar,122047
Kediri,113963
Malang,116518
Lumajang,114889
Jember,110798
Banyuwangi,143180
Bondowoso,126007
Situbondo,109095
Probolinggo,133165
Pasuruan,142436
Sidoarjo,171379
Mojokerto,148703
Jombang,152175
Nganjuk,141055
Madiun,130471
Magetan,115424
Ngawi,122563
Bojonegoro,124409
Tuban,136061
Lamongan,162281
Gresik,198606
Bangkalan,128071
Sampang,140953
Pamekasan,125473
Sumenep,139015
Kota Kediri,149767
Kota Blitar,143238
Kota Malang,167375
Kota Probolinggo,175951
Kota Pasuruan,140375
Kota Mojokerto,136573
Kota Madiun,142974
Kota Surabaya,191061
Kota Batu,171270
BANTEN,150209
Pandeglang,135943
Lebak,119757
Tangerang,175458
Serang,126617
Kota Tangerang,185053
Kota Cilegon,160521
Kota Serang,-
Kota Tangerang Selatan,-
BALI,152519
Jembrana,179961
Tabanan,195271
Badung,208271
Gianyar,164642
Klungkung,147874
Bangli,130792
Karang Asem,120248
Buleleng,134516
Kota Denpasar,205368
NUSA TENGGARA BARAT,118891
Lombok Barat,132784
Lombok Tengah,139366
Lombok Timur,137050
Sumbawa,142916
Dompu,116123
Bima,109522
Sumbawa Barat,149528
Lombok Utara,-
Kota Mataram,143120
Kota Bima,120614
NUSA TENGGARA TIMUR,98263
Sumba Barat,109713
Sumba Timur,112064
Kupang,98125
Timor Tengah Selatan,86584
Timor Tengah Utara,103108
Belu,83887
Alor,94866
Lembata,111305
Flores Timur,111239
Sikka,97115
Ende,99229
Ngada,87832
Manggarai,95447
Rote Ndao,91070
Manggarai Barat,102096
Sumba Tengah,-
Sumba Barat Daya,-
Nagekeo,-
Manggarai Timur,-
Sabu Raijua,-
Malaka,-
Kota Kupang,124145
KALIMANTAN BARAT,124804
Sambas,123976
Bengkayang,108178
Landak,113455
Pontianak,127159
Sanggau,111688
Ketapang,143411
Sintang,135390
Kapuas Hulu,131661
Sekadau,108013
Melawi,143457
Kayong Utara,-
Kubu Raya,-
Kota Pontianak,143802
Kota Singkawang,150722
KALIMANTAN TENGAH,136309
Kotawaringin Barat,152316
Kotawaringin Timur,144534
Kapuas,101118
Barito Selatan,143364
Barito Utara,139576
Sukamara,178551
Lamandau,153648
Seruyan,133722
Katingan,137646
Pulang Pisau,148202
Gunung Mas,131129
Barito Timur,146207
Murung Raya,136661
Kota Palangka Raya,152666
KALIMANTAN SELATAN,128598
Tanah Laut,134156
Kota Baru,145157
Banjar,116596
Barito Kuala,105752
Tapin,115697
Hulu Sungai Selatan,132580
Hulu Sungai Tengah,117091
Hulu Sungai Utara,127023
Tabalong,124084
Tanah Bumbu,159347
Balangan,114769
Kota Banjarmasin,120567
Kota Banjar Baru,135888
KALIMANTAN TIMUR,189851
Paser,152634
Kutai Barat,188634
Kutai Kartanegara,177088
Kutai Timur,196261
Berau,202660
Penajam Paser Utara,171657
Mahakam Hulu,-
Kota Balikpapan,154450
Kota Samarinda,179646
Kota Bontang,167486
KALIMANTAN UTARA,189851
Malinau,258499
Bulungan,161240
Tana Tidung,-
Nunukan,168489
Kota Tarakan,187023
SULAWESI UTARA,130929
Bolaang Mongondow,133911
Minahasa,129503
Kepulauan Sangihe,118985
Kepulauan Talaud,114495
Minahasa Selatan,140478
Minahasa Utara,140555
Bolaang Mongondow Utara,-
Siau Tagulandang Biaro,-
Minahasa Tenggara,-
Bolaang Mongondow Selatan,-
Bolaang Mongondow Timur,-
Kota Manado,155301
Kota Bitung,173621
Kota Tomohon,189946
Kota Kotamobagu,-
