Wilayah,,,
,Garis Kemiskinan (Rupiah/Kapita/Bulan) Menurut Daerah,,
,2022,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,521494,552349,-
Desa,484209,513170,-
Kota+Desa,505469,535547,-
