Wilayah,,,
,Garis Kemiskinan (Rupiah/Kapita/Bulan) Menurut Daerah,,
,2001,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,100011
Desa,-,-,80382
Kota+Desa,-,-,-
