Wilayah,,,
,Garis Kemiskinan (Rupiah/Kapita/Bulan) Menurut Daerah,,
,2013,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,289042,308826,-
Desa,253273,275779,-
Kota+Desa,-,-,-
