Wilayah,,,
,Garis Kemiskinan (Rupiah/Kapita/Bulan) Menurut Daerah,,
,2017,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,385621,400995,-
Desa,361496,370910,-
Kota+Desa,374478,387160,-
