Wilayah,,,
,Garis Kemiskinan (Rupiah/Kapita/Bulan) Menurut Daerah,,
,2024,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,601871,615763,-
Desa,556874,566655,-
Kota+Desa,582932,595242,-
