Wilayah,,,
,Garis Kemiskinan (Rupiah/Kapita/Bulan) Menurut Daerah,,
,1996,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,42032
Desa,-,-,31366
Kota+Desa,-,-,-
