Wilayah,,,
,Garis Kemiskinan (Rupiah/Kapita/Bulan) Menurut Daerah,,
,2005,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,150799
Desa,-,-,117259
Kota+Desa,-,-,-
