Wilayah,,,
,Garis Kemiskinan (Rupiah/Kapita/Bulan) Menurut Daerah,,
,2010,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,232989
Desa,-,-,192354
Kota+Desa,-,-,-
