Wilayah,,,
,Garis Kemiskinan (Rupiah/Kapita/Bulan) Menurut Daerah,,
,2008,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,204896
Desa,-,-,161831
Kota+Desa,-,-,-
