Wilayah,,,
,Garis Kemiskinan (Rupiah/Kapita/Bulan) Menurut Daerah,,
,2021,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,489848,502730,-
Desa,450185,464474,-
Kota+Desa,472525,486168,-
