Wilayah,,,
,Garis Kemiskinan (Rupiah/Kapita/Bulan) Menurut Daerah,,
,2000,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,91632
Desa,-,-,73648
Kota+Desa,-,-,-
