Wilayah,,,
,Garis Kemiskinan (Rupiah/Kapita/Bulan) Menurut Daerah,,
,2003,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,138803
Desa,-,-,105888
Kota+Desa,-,-,-
