Wilayah,,,
,Indeks Keparahan Kemiskinan (P2) Menurut Daerah,,
,2019,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,0.24,0.23,-
Desa,0.55,0.53,-
Kota+Desa,0.37,0.36,-
