Wilayah,,,
,Indeks Keparahan Kemiskinan (P2) Menurut Daerah,,
,2024,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,0.25,0.22,-
Desa,0.48,0.48,-
Kota+Desa,0.35,0.32,-
