Wilayah,,,
,Indeks Keparahan Kemiskinan (P2) Menurut Daerah,,
,2023,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,0.28,-,-
Desa,0.51,-,-
Kota+Desa,0.38,-,-
