Wilayah,,,
,Indeks Keparahan Kemiskinan (P2) Menurut Daerah,,
,2022,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,0.29,0.26,-
Desa,0.54,0.54,-
Kota+Desa,0.39,0.38,-
