Wilayah,,,
,Indeks Keparahan Kemiskinan (P2) Menurut Daerah,,
,2018,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,0.29,0.25,-
Desa,0.63,0.62,-
Kota+Desa,0.44,0.41,-
