Wilayah,,,
,Indeks Keparahan Kemiskinan (P2) Menurut Daerah,,
,2002,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,0.71
Desa,-,-,0.85
Kota+Desa,-,-,0.79
