Wilayah,,,
,Indeks Keparahan Kemiskinan (P2) Menurut Daerah,,
,2008,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,0.56
Desa,-,-,0.95
Kota+Desa,-,-,0.76
