Wilayah,,,
,Indeks Keparahan Kemiskinan (P2) Menurut Daerah,,
,2021,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,0.31,0.29,-
Desa,0.57,0.59,-
Kota+Desa,0.42,0.42,-
