Wilayah,,,
,Indeks Keparahan Kemiskinan (P2) Menurut Daerah,,
,2000,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,0.51
Desa,-,-,1.39
Kota+Desa,-,-,1.02
