Wilayah,,,
,Indeks Keparahan Kemiskinan (P2) Menurut Daerah,,
,2012,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,0.36,0.36,-
Desa,0.59,0.61,-
Kota+Desa,0.47,0.48,-
