Wilayah,,,
,Indeks Keparahan Kemiskinan (P2) Menurut Daerah,,
,2016,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,0.27,0.29,-
Desa,0.79,0.59,-
Kota+Desa,0.52,0.44,-
