Wilayah,,,
,Indeks Keparahan Kemiskinan (P2) Menurut Daerah,,
,2011,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,0.39,0.39,-
Desa,0.7,0.68,-
Kota+Desa,0.55,0.53,-
