Wilayah,,,
,Indeks Keparahan Kemiskinan (P2) Menurut Daerah,,
,2020,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,0.25,0.31,-
Desa,0.55,0.68,-
Kota+Desa,0.38,0.47,-
