Wilayah,,,
,Indeks Keparahan Kemiskinan (P2) Menurut Daerah,,
,2010,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,0.4
Desa,-,-,0.75
Kota+Desa,-,-,0.58
