Wilayah,,,
,Indeks Keparahan Kemiskinan (P2) Menurut Daerah,,
,2007,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,0.57
Desa,-,-,1.09
Kota+Desa,-,-,0.84
