Wilayah,,,
,Persentase Penduduk Miskin (P0) Menurut Daerah,,
,1998,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,21.92
Desa,-,-,25.72
Kota+Desa,-,-,24.23
