Wilayah,,,
,Persentase Penduduk Miskin (P0) Menurut Daerah,,
,2024,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,7.09,6.66,-
Desa,11.79,11.34,-
Kota+Desa,9.03,8.57,-
