Wilayah,,,
,Persentase Penduduk Miskin (P0) Menurut Daerah,,
,2003,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,13.57
Desa,-,-,20.23
Kota+Desa,-,-,17.42
