Wilayah,,,
,Persentase Penduduk Miskin (P0) Menurut Daerah,,
,2006,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,13.47
Desa,-,-,21.81
Kota+Desa,-,-,17.75
