Wilayah,,,
,Persentase Penduduk Miskin (P0) Menurut Daerah,,
,2002,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,14.46
Desa,-,-,21.1
Kota+Desa,-,-,18.2
