Wilayah,,,
,Persentase Penduduk Miskin (P0) Menurut Daerah,,
,2010,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,9.87
Desa,-,-,16.56
Kota+Desa,-,-,13.33
