Wilayah,,,
,Persentase Penduduk Miskin (P0) Menurut Daerah,,
,2023,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,7.29,-,-
Desa,12.22,-,-
Kota+Desa,9.36,-,-
