Wilayah,,,
,Persentase Penduduk Miskin (P0) Menurut Daerah,,
,2004,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,12.13
Desa,-,-,20.11
Kota+Desa,-,-,16.66
