Wilayah,,,
,Persentase Penduduk Miskin (P0) Menurut Daerah,,
,2017,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,7.72,7.26,-
Desa,13.93,13.47,-
Kota+Desa,10.64,10.12,-
