Wilayah,,,
,Persentase Penduduk Miskin (P0) Menurut Daerah,,
,2021,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,7.89,7.6,-
Desa,13.1,12.53,-
Kota+Desa,10.14,9.71,-
