Wilayah,,,
,Persentase Penduduk Miskin (P0) Menurut Daerah,,
,2022,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,7.5,7.53,-
Desa,12.29,12.36,-
Kota+Desa,9.54,9.57,-
