Wilayah,,,
,Persentase Penduduk Miskin (P0) Menurut Daerah,,
,2000,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,14.6
Desa,-,-,22.38
Kota+Desa,-,-,19.14
