Wilayah,,,
,Persentase Penduduk Miskin (P0) Menurut Daerah,,
,2001,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,-,-,9.76
Desa,-,-,24.84
Kota+Desa,-,-,18.41
