Wilayah,,,
,Persentase Penduduk Miskin (P0) Menurut Daerah,,
,2020,,
,Semester 1 (Maret),Semester 2 (September),Tahunan
Kota,7.38,7.88,-
Desa,12.82,13.2,-
Kota+Desa,9.78,10.19,-
