Nama Wilayah,
,Indeks Kedalaman Kemiskinan (P1) Menurut Kabupaten/Kota
,2013
ACEH,3.2
Simeulue,3.46
Aceh Singkil,2.77
Aceh Selatan,2.09
Aceh Tenggara,1.78
Aceh Timur,2.92
Aceh Tengah,2.21
Aceh Barat,3.68
Aceh Besar,2.89
Pidie,2.99
Bireuen,2.8
Aceh Utara,2.65
Aceh Barat Daya,2.64
Gayo Lues,4.1
Aceh Tamiang,2.09
Nagan Raya,3.34
Aceh Jaya,3.04
Bener Meriah,3.34
Pidie Jaya,3.34
Kota Banda Aceh,1.41
Kota Sabang,4.06
Kota Langsa,1.89
Kota Lhokseumawe,2.05
Kota Subulussalam,2.39
SUMATERA UTARA,1.72
Nias,1.93
Mandailing Natal,1.61
Tapanuli Selatan,1.91
Tapanuli Tengah,2.58
Tapanuli Utara,1.44
Toba Samosir,1.56
Labuhan Batu,1.14
Asahan,1.83
Simalungun,1.47
Dairi,1.25
Karo,1.42
Deli Serdang,0.52
Langkat,1.49
Nias Selatan,1.94
Humbang Hasundutan,1.14
Pakpak Bharat,1.3
Samosir,1.14
Serdang Bedagai,1.22
Batu Bara,2.32
Padang Lawas Utara,1.62
Padang Lawas,1.33
Labuhan Batu Selatan,1.69
Labuhan Batu Utara,1.75
Nias Utara,5.43
Nias Barat,5.23
Kota Sibolga,1.71
Kota Tanjung Balai,2.63
Kota Pematang Siantar,1.79
Kota Tebing Tinggi,1.13
Kota Medan,1.52
Kota Binjai,0.88
Kota Padangsidimpuan,0.9
Kota Gunungsitoli,5.72
SUMATERA BARAT,1.27
Kepulauan Mentawai,2.04
Pesisir Selatan,0.88
Solok,1.37
Sijunjung,1.58
Tanah Datar,0.35
Padang Pariaman,1.19
Agam,0.98
Lima Puluh Kota,1.08
Pasaman,1.16
Solok Selatan,1.21
Dharmasraya,1.15
Pasaman Barat,0.74
Kota Padang,0.54
Kota Solok,0.49
Kota Sawah Lunto,0.32
Kota Padang Panjang,0.81
Kota Bukittinggi,0.93
Kota Payakumbuh,0.45
Kota Pariaman,0.48
RIAU,1.18
Kuantan Singingi,1.89
Indragiri Hulu,1
Indragiri Hilir,1.19
Pelalawan,2.16
Siak,0.69
Kampar,0.86
Rokan Hulu,1.42
Bengkalis,0.82
Rokan Hilir,1.14
Kepulauan Meranti,6.14
Kota Pekanbaru,0.37
Kota Dumai,0.76
JAMBI,1.12
Kerinci,1.16
Merangin,1.49
Sarolangun,1.63
