Nama Wilayah,
,Indeks Kedalaman Kemiskinan (P1) Menurut Kabupaten/Kota
,2008
ACEH,5.18
Simeulue,4.51
Aceh Singkil,4.82
Aceh Selatan,3.62
Aceh Tenggara,2.83
Aceh Timur,5.29
Aceh Tengah,4.39
Aceh Barat,11.06
Aceh Besar,5.56
Pidie,6.33
Bireuen,5.21
Aceh Utara,5.61
Aceh Barat Daya,3.72
Gayo Lues,4.85
Aceh Tamiang,3.58
Nagan Raya,7.62
Aceh Jaya,5.79
Bener Meriah,5.13
Pidie Jaya,8.33
Kota Banda Aceh,3.44
Kota Sabang,6.16
Kota Langsa,3.88
Kota Lhokseumawe,2.77
Kota Subulussalam,5.11
SUMATERA UTARA,2.07
Nias,3.9
Mandailing Natal,2.17
Tapanuli Selatan,1.46
Tapanuli Tengah,3.96
Tapanuli Utara,1.73
Toba Samosir,2.35
Labuhan Batu,1.65
Asahan,2.03
Simalungun,2.39
Dairi,1.72
Karo,4.47
Deli Serdang,0.95
Langkat,2.97
Nias Selatan,2.78
Humbang Hasundutan,1.9
Pakpak Bharat,2.23
Samosir,2.72
Serdang Bedagai,1.87
Batu Bara,1.76
Padang Lawas Utara,-
Padang Lawas,-
Labuhan Batu Selatan,-
Labuhan Batu Utara,-
Nias Utara,-
Nias Barat,-
Kota Sibolga,2.46
Kota Tanjung Balai,2.2
Kota Pematang Siantar,2.19
Kota Tebing Tinggi,2.32
Kota Medan,1.87
Kota Binjai,1.17
Kota Padangsidimpuan,1.95
Kota Gunungsitoli,-
SUMATERA BARAT,1.73
Kepulauan Mentawai,3.41
Pesisir Selatan,1.97
Solok,2.74
Sijunjung,2.6
Tanah Datar,1.07
Padang Pariaman,3.09
Agam,1.59
Lima Puluh Kota,1.51
Pasaman,2.05
Solok Selatan,1.8
Dharmasraya,2.16
Pasaman Barat,1.75
Kota Padang,0.77
Kota Solok,1.15
Kota Sawah Lunto,0.45
Kota Padang Panjang,1.15
Kota Bukittinggi,0.83
Kota Payakumbuh,1.71
Kota Pariaman,0.79
RIAU,2.44
Kuantan Singingi,3.84
Indragiri Hulu,2.38
Indragiri Hilir,2.58
Pelalawan,6.23
Siak,0.98
Kampar,2
Rokan Hulu,6.44
Bengkalis,2.08
Rokan Hilir,1.96
Kepulauan Meranti,-
Kota Pekanbaru,0.54
Kota Dumai,0.81
JAMBI,1.91
Kerinci,1.76
Merangin,1.84
Sarolangun,4.61
Batang Hari,2.3
